Title,Company Name,Rating,Experience,Salary,Location,Job Overview,Date Posted,Skills,URL
System Administrator,Century,4,5-10 Yrs,Not disclosed,Remote,This is completely a remote position and flexibility with schedule to work US EST hour...,14 Days Ago,"System Administration, IT Support, System Maintenance, It Administration, Network Support, IT Infrastructure Management, IT Operations, System",https://www.naukri.com/job-listings-system-administrator-century-bengaluru-5-to-10-years-170924023230
System Administrator,Pearlsoft Technology,4.1,2-5 Yrs,Not disclosed,Kochi(Infopark),Experience Required: 2+ Years. ITIL certification is preferred.,15 Days Ago,"System Administration, Linux Administration, Hardware Networking, Desktop Administration, Windows Administration, Network Administration, Server Administration, Linux",https://www.naukri.com/job-listings-system-administrator-pearlsoft-technology-kochi-2-to-5-years-170924018612
MES- System Administrator,Biocon Limited,3.9,4-9 Yrs,Not disclosed,Bengaluru(Electronic City),Required Skills/ Qualifications: . Good competency level covering a wide range of IT sk...,15 Days Ago,"WAN, LAN, System Assembling, System Administration, Troubleshooting, Software Installation, IT service management Tools, Computer System Validation",https://www.naukri.com/job-listings-mes-system-administrator-biocon-limited-bengaluru-4-to-9-years-170924015683
System Administrator,Crystal Voxx,3.2,3-7 Yrs,2.5-5 Lacs PA,Ahmedabad(Prahlad Nagar),"3-7 YEARS relevant experience Should have knowledge of format, crimping, domain user cr...",1 Day Ago,"Troubleshooting Skills, Domain Registration, Crimping, Domain Server, Formatting, System Support, Troubleshooting, Registration",https://www.naukri.com/job-listings-system-administrator-crystalvoxx-global-llp-ahmedabad-3-to-7-years-011024006881
System Admin,Rarr Technologies,4.1,1-3 Yrs,Not disclosed,Pune,Responsibilities: . Proficient in Installation . Configuration and troubleshooting of F...,9 Days Ago,"Antivirus security, LAN, SIEM, Vulnerability, Firmware, Troubleshooting, IPS, System Administrator",https://www.naukri.com/job-listings-system-admin-rarr-technologies-pune-1-to-3-years-230924501958
System Admin,S.K. Translines,4.3,0-2 Yrs,Not disclosed,Jalgaon,"The System Administrator ensures the security, efficiency, and reliability of the com...",13 Days Ago,"Health insurance, Administration, Provident fund, IT infrastructure, Troubleshooting, Staff training, Technical support, Monitoring",https://www.naukri.com/job-listings-system-admin-s-k-translines-pvt-ltd-jalgaon-0-to-2-years-190924503880
System Administrator,Ejyothi Services,4.8,3-8 Yrs,Not disclosed,Kochi,"Required Skills . Linux (CentOS, Fedora, Ubuntu) Server / Desktop Administration . Micr...",13 Days Ago,"Ubuntu, Linux, Shell scripting, Information technology, Technical support, RHCE, Software services, Auditing",https://www.naukri.com/job-listings-system-administrator-ejyothi-services-private-limited-kochi-3-to-8-years-190924501318
System Administrator,Corporate Infotech (CIPL),3.9,8-13 Yrs,5-12 Lacs PA,New Delhi,"Skill . a) BE / B Tech, MCA In Computer Science, IT b) Redhat, Apache, Postgres, Tomcat...",8 Days Ago,"Redhat, CI/CD, Postgres, Apache, Tomcat, SSL, Postgresql, Redhat Linux",https://www.naukri.com/job-listings-system-administrator-corporate-infotech-cipl-new-delhi-8-to-13-years-240924014347
System Administrator,Skillmine Technology,3.8,6-8 Yrs,Not disclosed,Mumbai,. Remediate issues in consultation with OEM as requiredPrepare SOP(s) and make necessar...,12 Days Ago,"Information security, Analytical, Test cases, Troubleshooting, Security operations, Operations, Information technology, IPS",https://www.naukri.com/job-listings-system-administrator-skillmine-technology-consulting-mumbai-6-to-8-years-200924501387
Siebel System Administrator- 5+Years PAN INDIA -Hybrid,Databuzz LTD,None,5-8 Yrs,10-17 Lacs PA,"Hybrid - Pune, Bengaluru, Delhi / NCR",CTC - . ECTC - . Notice Period / LWD - (Candidate serving notice period will be preferr...,9 Days Ago,"Siebel Administration, Siebel Configuration, Siebel Workflows, RCA, IP24, Administration, Configuration, Workflow",https://www.naukri.com/job-listings-siebel-system-administrator-5-years-pan-india-hybrid-databuzz-pune-bengaluru-delhi-ncr-5-to-8-years-230924002517
Systems Administrator,Comaea Consulting,None,3-8 Yrs,12-16 Lacs PA,Mumbai,Hands-on experience with Microsoft Active Directory and Microsoft EntraPreferred candid...,12 Days Ago,"Aws Cloud, It Systems Administration, Active Directory, Cisco Meraki, Endpoint, Azure Cloud Platform, Vendor Management, IT Infrastructure Management",https://www.naukri.com/job-listings-systems-administrator-comaea-consulting-mumbai-3-to-8-years-200924015439
System Administrator,Confidential,None,4-9 Yrs,15-25 Lacs PA,"Hyderabad, Ahmedabad, Bengaluru",Responsible for installing and configuring software and hardware Responsible for managi...,1 Day Ago,"Network Engineering, System Administration, Network Administration, Maintenance Engineering, Hardware Networking, System Engineering, Desktop Engineering, Hardware Engineering",https://www.naukri.com/job-listings-system-administrator-aarons-visions-hyderabad-ahmedabad-bengaluru-4-to-9-years-060924018184
System Administrator,Confidential,None,4-9 Yrs,15-25 Lacs PA,"Kolkata, Pune, Mumbai (All Areas)",Responsible for installing and configuring software and hardware Responsible for managi...,1 Day Ago,"Network Engineering, System Administration, Network Administration, Maintenance Engineering, Hardware Networking, System Engineering, Desktop Engineering, Hardware Engineering",https://www.naukri.com/job-listings-system-administrator-aarons-visions-kolkata-pune-mumbai-all-areas-4-to-9-years-060924018177
System Administrator,Confidential,None,4-9 Yrs,15-25 Lacs PA,"Hyderabad, Chennai, Bangalore/ Bengaluru",Responsible for installing and configuring software and hardware Responsible for managi...,1 Day Ago,"Network Engineering, System Administration, Network Administration, Maintenance Engineering, Hardware Networking, System Engineering, Desktop Engineering, Hardware Engineering",https://www.naukri.com/job-listings-system-administrator-aarons-visions-hyderabad-chennai-bangalore-bengaluru-4-to-9-years-060924018175
Experienced Cyber Security Analyst,Mobitrail,4,0-3 Yrs,Not disclosed,Mumbai (All Areas),Good knowledge of modifying & compiling exploit code Experience of working on Windows &...,1 Day Ago,"Penetration Testing, OWASP, Vulnerability Management, Mobile Security, Web Application Security, Oscp, Vulnerability, NMAP",https://www.naukri.com/job-listings-experienced-cyber-security-analyst-mobitrail-mumbai-all-areas-0-to-3-years-011024015370
Cyber Security Analyst - Third Party Risk Management (TPRM),Highradius,3,0-5 Yrs,Not disclosed,Hyderabad,"Skill & Experience Needed: . 2+ yrs of experience in third party risk management, risk ...",26 Days Ago,"risk assessments, risk assessment, risk management, tprm, cyber security, soc, information security, siem",https://www.naukri.com/job-listings-cyber-security-analyst-third-party-risk-management-tprm-high-radius-hyderabad-0-to-5-years-060924006712
Analyst - Cyber Security,Netrika Consulting India,3.9,0-2 Yrs,Not disclosed,Noida,CEH / CHFI Certification is DesirableOSCP / eWPTX and any other industry recognized sec...,30+ Days Ago,"Analyst, cyber security analyst, policy regulations, Regulations, Analysis, Cyber, Security, Cyber Security",https://www.naukri.com/job-listings-analyst-cyber-security-netrika-noida-0-to-2-years-010324500838
Cyber Security Engineer,Mintopps,None,0-2 Yrs,2.5-4.25 Lacs PA,Hyderabad,Job Title: Cyber Security Trainee Location: Hyderabad Work type: Onsite Experience: 0 -...,8 Days Ago,"Cyber Security, Cloud Security, Cloud, Cyber, Security",https://www.naukri.com/job-listings-cyber-security-engineer-mintopps-hyderabad-0-to-2-years-240924915970
Cyber Security Engineer,Russell Investments,4.7,0-4 Yrs,Not disclosed,Mumbai,"Develop and maintain response plans, playbooks, and procedures. s . Bachelors degree in...",4 Days Ago,"Computer science, Networking, Appliances, Analytical, ISO 27001, Network security, Manager Technology, Application security",https://www.naukri.com/job-listings-cyber-security-engineer-russell-investments-pvt-ltd-mumbai-0-to-4-years-280924501162
Information Security Analyst - NCT,DWS Group,4.1,0-1 Yrs,Not disclosed,Pune,Should have 4+ years of total work experience or at least 2+ years of relevant experien...,8 Days Ago,"Information Security Analyst, Excel, Matrix, HP data protector, Access management, Information security, Banking, Training and Development",https://www.naukri.com/job-listings-information-security-analyst-nct-dws-group-pune-0-to-1-years-240924500835
Information Security Analyst,Inspiroz It Services,None,30 Sep - 04 Oct,Not disclosed,Navi Mumbai,Notify Account Managers of incident and required mitigation works. . Fine-tune SIEM rul...,Walk-in,"Ethical Hacking, Siem Tools, Certified Ethical Hacker, IT Risk Management, Information Security, Vulnerability Assessment, Risk management, Security",https://www.naukri.com/job-listings-information-security-analyst-inspiroz-it-services-navi-mumbai-0-to-1-years-060924016004
Associate Security Analyst,Outworx Solutions,4.1,0-1 Yrs,Not disclosed,Pune,"Threat Monitoring: Assist in monitoring security alerts and incidents, analyzing potent...",8 Days Ago,"security analysis, Incident Response, Documentation, Threat Monitoring, Vulnerability Assessment, Monitoring, Threat Analysis, Security",https://www.naukri.com/job-listings-associate-security-analyst-outworks-solutions-pvt-ltd-pune-0-to-1-years-240924905546
Jr Security Analyst,Cyncly,4.3,0-2 Yrs,Not disclosed,Pune,Permanent - Full Time . About Us . Cynclys end-to-end software solutions connect design...,12 Days Ago,"ERP, Network administration, SOC, DNS, SIEM, Vulnerability, microsoft, IT operations",https://www.naukri.com/job-listings-jr-security-analyst-cyncly-pune-0-to-2-years-200924502077
Junior Security Analyst,Pragma Edge Software Services,3.6,0-1 Yrs,Not disclosed,Hyderabad,"The ideal applicant should be passionate about security, stay up-to-date on the latest ...",30+ Days Ago,"Computer science, Ubuntu, Cloud computing, Linux, Data management, Information security, Application development, Application security",https://www.naukri.com/job-listings-junior-security-analyst-pragma-edge-software-services-private-limited-hyderabad-0-to-1-years-310124500481
Web Security Analyst Junior,Sectigo,3.8,0-2 Yrs,Not disclosed,Chennai,The Web Security Analyst Junior plays a crucial role in supporting our team with...,22 Days Ago,"Ticketing, Manager Quality Assurance, Operational excellence, FTP, Analytical, DNS, Customer service, Troubleshooting",https://www.naukri.com/job-listings-web-security-analyst-junior-sectigo-chennai-0-to-2-years-100924501742
Jr.Security Analyst,Synclature,3.1,0-2 Yrs,Not disclosed,Mumbai,Synclature is looking for Jr.Security Analyst to join our dynamic team and embark on a ...,30+ Days Ago,"threat analysis, security analysis, cyber security, network security, arcsight, soc, ip, information security",https://www.naukri.com/job-listings-jr-security-analyst-synclature-mumbai-0-to-2-years-060824500885
Information Security Engineer,Chingari,3.7,0-1 Yrs,Not disclosed,Bengaluru,"Bachelor s degree in computer science or a related technical discipline, with at least ...",30+ Days Ago,"Computer science, Linux, Information security, Social media, Perl, Scrum, Application security, SDLC",https://www.naukri.com/job-listings-information-security-engineer-chingari-bengaluru-0-to-1-years-280123500458
Information Security Engineer,Medpace Clinical Research India,3.9,0-1 Yrs,Not disclosed,"Mumbai, Navi Mumbai",Medpace Inc. looking forInformation Security Engineer to join our dynamic team and emba...,30+ Days Ago,"ISO, VPN, Information security, SOC, Active directory, Healthcare, Windows, Information technology",https://www.naukri.com/job-listings-information-security-engineer-medpace-inc-mumbai-navi-mumbai-0-to-1-years-210824503952
Cyber Security Specialist,Avalon Technologies,3.8,0-1 Yrs,Not disclosed,Chennai,"IT Security Certification ( ISACA / ISC2 ) Skills required: . Endpoint management, part...",12 Days Ago,"Cyber Security, Information Security, Vulnerability Management, IT Audit, Security Audit, Cyber Threat, Vapt, Vulnerability Assessment",https://www.naukri.com/job-listings-cyber-security-specialist-avalon-technologies-chennai-0-to-1-years-200924016484
Security Engineer,Altered Security,None,0-2 Yrs,Not disclosed,Bhopal,Demonstrated experience in Windows and Active Directory securityMaintaining the labs in...,30+ Days Ago,"Information security, Active directory, Windows, Research, Internship, Security Engineering, Security, Microsoft Windows",https://www.naukri.com/job-listings-security-engineer-altered-security-bhopal-0-to-2-years-200324500056
POST Graduate Program - CYBER Security(Paid Training & Job Guarenteed),Accel It Services,3.7,0-1 Yrs,3-3.75 Lacs PA,Chennai(Nungambakkam),"Accel Academy, a division of Accel Media Ventures ltd is inviting application from fres...",20 Days Ago,"SOC, Cyber Security, Network Security, VAPT, SIEM, Endpoint Security, Post, Training",https://www.naukri.com/job-listings-post-graduate-program-cyber-security-paid-training-guarenteed-accel-it-services-chennai-0-to-1-years-230724012767
Hiring For Security Support Engineers (Freshers) For Product Company,Product Company,None,0 Yrs,Not disclosed,Hybrid - Bengaluru,Rotational Shift Hiring for Security Support Engineer (Freshers) for one of the Leading...,22 Days Ago,"Malware Analysis, Antivirus Security, Security Analyst, SIEM, Security Engineer, Phishing, SOC, Antivirus",https://www.naukri.com/job-listings-hiring-for-security-support-engineers-freshers-for-product-company-teamware-solutions-bengaluru-0-to-0-years-090924019417
